0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.4186972256870515,-0.477383578038742,-0.5611383226746686,0.2166474306508146,-0.2046512024413927,-0.7663701014481427,-0.880271069664329,-0.3233461070228523,-0.7146134354778602,-0.3867103913240318,-0.3935347261962693,-0.4992100024946507,-0.3641550863025948,-0.2043787637506329,-0.5638799610943754,-0.4201330503210247,-0.399340729240676,-0.4332324651177265,-0.6665833513253328,-0.7562356513343997
-0.4342944633991097,-0.5066004505335041,-0.5879754412850662,0.1758780188537561,-0.2330402375645151,-0.782388891245102,-0.8986196015941579,-0.3668086700535147,-0.7271389634840464,-0.4261587462012669,-0.4130896255855367,-0.5109107946046317,-0.3952815400240589,-0.2408951722724023,-0.583402291760114,-0.4605558697360742,-0.4215282719099201,-0.4503982382664654,-0.6778639932298216,-0.7946514213985105
-0.4411355405460444,-0.5265538342722182,-0.602476762039975,0.1561525110784885,-0.2482466807438115,-0.7933925645550535,-0.9084978867771596,-0.3977354578580397,-0.739450567492695,-0.4488733886193701,-0.4234262658471167,-0.5175579899640635,-0.4104687339809731,-0.2578359417695637,-0.5990261688334357,-0.4755943038486928,-0.436156188583494,-0.4647076115049353,-0.6865617073901344,-0.8151266748566293
-0.4489914057508828,-0.5443704229912669,-0.6166911240679853,0.1297680866348764,-0.2723484341069754,-0.8040516763534287,-0.9154549255637552,-0.4293627119649118,-0.7599332159148158,-0.4725298501475362,-0.4438280648004283,-0.5314230247692977,-0.4213621795081483,-0.2780321407674503,-0.6109286687375376,-0.493351326378521,-0.4581011045496282,-0.4775526585801006,-0.6933235827838342,-0.8380263992457684
-0.4544439486957251,-0.558540917789415,-0.6249262977185474,0.1113459589325641,-0.2907010652669804,-0.8111212387787494,-0.9168328710190792,-0.4499390208677331,-0.7755014051769906,-0.4856250800526588,-0.4597757420957784,-0.5427980909340084,-0.4267795458446888,-0.2917590544789884,-0.6171774084590421,-0.5014258059281246,-0.4743431456667665,-0.4848306994125989,-0.696507529927936,-0.8537869011571073
-0.457185416534314,-0.5649929728250594,-0.6301402251375168,0.1040668823341415,-0.2966729159365945,-0.8143233118596724,-0.9194079814330416,-0.4620593317753085,-0.780250137452563,-0.494810725167922,-0.4650809242202849,-0.5447274410571905,-0.4331271300879992,-0.2991090091269218,-0.6218222422717068,-0.504566583020136,-0.4798423447151352,-0.4895177508011608,-0.7005035903700518,-0.8585957062145424
-0.4615528773781013,-0.5752159084752473,-0.6300226891529539,0.1039250832049593,-0.2965135872851449,-0.814405039533211,-0.9231429332640156,-0.4719078991949529,-0.777763681632085,-0.5055104215520736,-0.4644532156976024,-0.5415740399019945,-0.4404966621508234,-0.3048505724137063,-0.6213537741856292,-0.5107828123007165,-0.4800912940553096,-0.4931011981430969,-0.7024925398186996,-0.8601981179376479
-0.4711104553852517,-0.5908188537473756,-0.6391477394540563,0.0884387742713098,-0.3103672147744184,-0.8216065741131622,-0.9314230371537494,-0.5007582902923048,-0.7896535292702599,-0.5302065520433181,-0.4781130196948633,-0.5484587718285056,-0.4477013540719692,-0.3224132252880479,-0.6314073968427147,-0.518558606437854,-0.4929314577319969,-0.5058308694488705,-0.7035334892265709,-0.8798271061324463
-0.4760936645325426,-0.5968476437789035,-0.6447254055078366,0.0812241847411163,-0.3167838337108661,-0.8243723134263243,-0.9353925841433344,-0.5084830971734406,-0.7988428694695637,-0.5395916790830502,-0.4849839816363134,-0.549086124258599,-0.452687861617992,-0.3307919966931471,-0.6333178568975107,-0.5201739516449643,-0.4984088122603542,-0.5111302819194014,-0.7019293773984391,-0.8856267574226295
-0.4793842856276023,-0.6072073980162742,-0.6505665777504743,0.0690251812647506,-0.3281195510954785,-0.8307008988493749,-0.9366283571177952,-0.5207033440456533,-0.8072855484996131,-0.5515800830695416,-0.4957427638165527,-0.5555653593123937,-0.4622264276278439,-0.3396577552189511,-0.6393700550829035,-0.5263896836234856,-0.5100157878904675,-0.5168094609252594,-0.7053790009811671,-0.8906943199668665
-0.481510472795201,-0.6160980848119835,-0.6533719208529176,0.0588468373956489,-0.3384586158060162,-0.8363084570050997,-0.9347962277778856,-0.5289665668985328,-0.8128897842378076,-0.5601262510872962,-0.5055176463329873,-0.5614990426161317,-0.4691897739605615,-0.3470214456934822,-0.6397993202007815,-0.5355069496306558,-0.5185546249880645,-0.520937874182385,-0.7085228107661053,-0.8929483018506972
-0.4786601998850159,-0.6179654311018757,-0.6583367537764558,0.0509795827741492,-0.3454295880377535,-0.840756012718221,-0.9290097117878188,-0.5289765936256572,-0.8184723173234321,-0.5622079236769385,-0.510558765841181,-0.5665404001472425,-0.4754277121336542,-0.3480460156573713,-0.6437485823017266,-0.5360224524224716,-0.5242506171686162,-0.5211024726725174,-0.7142158866734059,-0.892748547474825
-0.4781034086453591,-0.6199623317553675,-0.662963035046479,0.0437594293248604,-0.3515133488196227,-0.8460519884994152,-0.928917927945877,-0.5342886049153153,-0.8246792389958602,-0.566608400278126,-0.5156922358999283,-0.5694150613557308,-0.4809937146537274,-0.3522026658674805,-0.647947386956833,-0.5373536478525318,-0.5303652588456903,-0.5234125533882323,-0.7169032015305359,-0.8953639585238531
-0.4818767286735969,-0.6260526305416779,-0.6644792565307072,0.0384348232065254,-0.3571158794437924,-0.8493739473185336,-0.9305948433036322,-0.5419548283165818,-0.8277755016262823,-0.5763365745239761,-0.521827144404199,-0.5728524276729201,-0.4846328762368829,-0.3593460526698057,-0.6464586296051273,-0.5436620113143371,-0.5355215576911526,-0.5279058762793188,-0.7161045565941044,-0.8984614396328338
-0.4789136272424362,-0.6249643649196416,-0.6692777525179319,0.0356987316080899,-0.3579941787957514,-0.8531889907914836,-0.9301867267829266,-0.5454201748189974,-0.831162038232776,-0.5763541653308594,-0.5205879263936694,-0.5732593686156126,-0.4886122729827556,-0.357746215861341,-0.656184797215606,-0.5385400405257756,-0.5386173679041051,-0.5283271656680465,-0.7202713876895267,-0.9005024224219678
-0.482823687813117,-0.6306112067673719,-0.6702331215594413,0.029828589735214,-0.3644625857696501,-0.8562013215521255,-0.9315443270836546,-0.5517621631818204,-0.8346266217170836,-0.5850782637120532,-0.5279493105678694,-0.5768028015327673,-0.4918323461349373,-0.3654608383598329,-0.6524939150680795,-0.5484174179669561,-0.5435851782187376,-0.5329503528322604,-0.7188308214242516,-0.9029424188549235
-0.4853634801270765,-0.6330270705001249,-0.6716619598496713,0.0268944663594725,-0.3672947545161412,-0.8581319740709032,-0.9336249162431384,-0.5567012456532153,-0.8364569605285453,-0.5907173391844189,-0.5310633276590104,-0.5778741889180694,-0.4939255161253922,-0.3690339873215097,-0.6533328893072002,-0.5522668373978135,-0.5464999653664194,-0.5358849478697404,-0.718850360940811,-0.9051281707038161
-0.4839688110506606,-0.6361959846384388,-0.6755911763755285,0.0197231150130298,-0.3736142897143452,-0.8630031858771867,-0.935569418737287,-0.5600006552713063,-0.8426452034981,-0.5923139756195857,-0.5364357379584986,-0.5812811622758971,-0.4997972783854917,-0.3726771880798724,-0.6555060410780086,-0.5568037085099785,-0.5493303111323471,-0.5409002223898834,-0.7212197731095334,-0.9068098017613728
-0.4809273816593015,-0.6339671131865937,-0.6780773402371614,0.0174120985935843,-0.3750033599124699,-0.8649611354813344,-0.9361831350972668,-0.5593345173754178,-0.8454657188061259,-0.5888196075064063,-0.5367743108387034,-0.5824998203838982,-0.5008446347426642,-0.3716605164871072,-0.6591599309030813,-0.5552910258298897,-0.5492466122272112,-0.5411612274649819,-0.723559563437649,-0.906919443296149
-0.4826823732278938,-0.6369963938999842,-0.679177323811862,0.0159800772582553,-0.3762445640565418,-0.866498595901963,-0.9370805287674332,-0.5638616742251095,-0.8462095422440242,-0.5942946697851351,-0.5380072622108345,-0.5835798665472921,-0.5037892747671691,-0.3736914108698513,-0.6607733701999277,-0.5570953242164094,-0.5513742796647654,-0.543594267593794,-0.7238410534523949,-0.9088582987447481
-0.4817769781812301,-0.6377705393016715,-0.6813978583753768,0.013254389212402,-0.3782905091676648,-0.8687652279731818,-0.9380424452190332,-0.5661227766923215,-0.8487388974047884,-0.5953574667123789,-0.5396194346754781,-0.5850065454735531,-0.506063940679299,-0.374564434185884,-0.6641032016447358,-0.5577497095793957,-0.553106260060807,-0.545516518387877,-0.7254667148536751,-0.9101371917965105
-0.4814043193120824,-0.6392345876817667,-0.6854079123091454,0.007023839641012,-0.3835721443914818,-0.8732497485404684,-0.940307489996789,-0.5702503018912222,-0.8540371260744688,-0.5977230329455949,-0.5439294997503349,-0.5892751900724991,-0.5095018685671222,-0.3782910363958917,-0.6686560798628991,-0.5615726688654339,-0.5565339101987314,-0.5495154596755609,-0.72765946760701,-0.912287450530398
-0.4877065746152312,-0.6445563883043215,-0.6845339488108235,0.0069988382647591,-0.3843205010550958,-0.8732925096684948,-0.9420121587978192,-0.5782192856164301,-0.8522764732244521,-0.6098873158123158,-0.5460451135153941,-0.5897145951816707,-0.5108996076932639,-0.3835462463084594,-0.668427015656622,-0.5664298082708961,-0.5596088090949217,-0.5523369622543619,-0.7251299612126576,-0.9150765536200233
-0.4904091195950341,-0.646291040585733,-0.6850233498300622,0.0052141229579364,-0.3861408278998998,-0.874129588250615,-0.9447662294517776,-0.5817509286480462,-0.8550996041359055,-0.6129122836643675,-0.548368183850598,-0.5893681781920822,-0.5118643809497402,-0.3869862811201142,-0.6688134365613746,-0.57047657474452,-0.5613653139138676,-0.5542395259372828,-0.723944785161342,-0.9166068575472414
-0.491023838949519,-0.6482700426956469,-0.6860669432849038,0.002732191105688,-0.3884693091670645,-0.875600736872982,-0.9460368585831148,-0.5840809243128035,-0.8572409532241378,-0.6153580840654567,-0.5510190010840985,-0.5903297808937855,-0.5136376570509177,-0.3894601039873934,-0.6696457336143403,-0.573222588024462,-0.5635440886034437,-0.5564095198568528,-0.7241368716331136,-0.9177467631169491
-0.4893183236568206,-0.6500891873899983,-0.6880990841981216,-0.0021225243327478,-0.393122682740456,-0.8787642538608245,-0.945200312311538,-0.5839401298432062,-0.8590026733989233,-0.6171293499769038,-0.5552122991240472,-0.5942390870545796,-0.5172638142799474,-0.3915515118889505,-0.669959076875352,-0.5759885673439932,-0.5656778307761681,-0.5593008877880072,-0.7260335720747247,-0.9179886753748174
-0.4887221727020056,-0.6519109458516807,-0.6890742524097074,-0.0068084517900576,-0.3978655832585632,-0.8805396214915883,-0.945202242431172,-0.5825749450059277,-0.8627316614134328,-0.6158067720569508,-0.5608856633943018,-0.595287042516575,-0.5201518741777658,-0.3942310100855738,-0.6676861896464,-0.5814983313585254,-0.5671412588815021,-0.5619985766561494,-0.7262488289628777,-0.9179466762891231
-0.4894717152234847,-0.6539825726282215,-0.6902066073903239,-0.0096725005890409,-0.4006998196383483,-0.8823569659924209,-0.945861450938588,-0.5856350174537133,-0.8646356421161172,-0.6196201214810276,-0.5638560570601661,-0.59704896495854,-0.522081704034614,-0.3974117689477408,-0.6683578552055359,-0.5851375890934201,-0.5695154470091348,-0.5644654233450196,-0.7262793300455176,-0.9193391991217249
-0.4910747814997657,-0.6546887473397709,-0.6896911003451989,-0.0087944797712482,-0.4000709488853172,-0.8819743005254723,-0.9487641132274924,-0.5890426190841487,-0.8642030113020521,-0.6231469454183071,-0.5639099338133475,-0.5963131100648471,-0.5211772900716463,-0.3991009750873705,-0.6690295180162255,-0.5856297312525935,-0.5703444965137761,-0.5646639700920345,-0.7249909123439517,-0.9206051460346444
-0.4900085946099963,-0.6557111767032009,-0.6911988540832145,-0.0120740843349123,-0.4030471343362739,-0.8838678626942882,-0.9464605588603132,-0.5883345570795824,-0.8662277035040326,-0.62292124679199,-0.5661444725764858,-0.5985552192564113,-0.5237200759479289,-0.4000605573243506,-0.6690518635292066,-0.5880688782426394,-0.5715729539932177,-0.5665124304914892,-0.7263233342180542,-0.920552853250179
-0.4883746348169583,-0.6551037573720799,-0.6946884846753318,-0.0145453229128629,-0.4040498330480339,-0.8862599125145316,-0.9460165959770974,-0.5888791561051087,-0.8693321761043883,-0.6207868825917399,-0.5652463892325537,-0.5995368389724638,-0.5267690859265548,-0.3995293239946421,-0.6752188811885792,-0.5877740832520353,-0.5722034637118734,-0.5678886851646371,-0.7297009745043549,-0.9215891424613746
-0.4878907792630135,-0.654615412908912,-0.6969577464110375,-0.0166342010808813,-0.4053103051371026,-0.8882175789605029,-0.9458885476426352,-0.5902299291346536,-0.8714794736199633,-0.6208335042848079,-0.5652770146214199,-0.6014565099836249,-0.5280503371566411,-0.4002041102443557,-0.6784854407730936,-0.5888257061843534,-0.5729882291731382,-0.5689172118845931,-0.7313814069468174,-0.9222833947200056
-0.4909610866167139,-0.6583848780583333,-0.6962405952963328,-0.0168773926699637,-0.406337074100888,-0.8888011560822926,-0.9483385082834952,-0.5966124690744558,-0.8703574767236884,-0.6304034281473283,-0.5676411400461288,-0.6025104035758322,-0.5289701876257734,-0.4042617979629326,-0.6782667553594602,-0.5904387766641808,-0.575676939959618,-0.5709051813074284,-0.7292651582350719,-0.9247345698531397
-0.4931453740066721,-0.6595134243278216,-0.6960187754240127,-0.0163862391418459,-0.4058590302490364,-0.8882811517056044,-0.9524143551991427,-0.6003602393863562,-0.8722429518196668,-0.6328569596886251,-0.5684530769406466,-0.6005557070002282,-0.5283872326360448,-0.4063509181226985,-0.679238186828963,-0.590465233435834,-0.5768332510130191,-0.5716523796406336,-0.7276299991880701,-0.9265309385563469
-0.4915892162135352,-0.6594936387227444,-0.6979125521976135,-0.0174845915724341,-0.4062863651557576,-0.8901627746555884,-0.9503400101804964,-0.6003798528697855,-0.8721274692441977,-0.632952406835197,-0.5677298335317473,-0.6027987603324086,-0.5302197299525462,-0.4054800829803075,-0.6827565224113368,-0.5893026550061344,-0.5772988985930345,-0.5722173537920405,-0.730289605620426,-0.9267949163121572
-0.4930503190156745,-0.6605860571153134,-0.6982690292040425,-0.0185371322687716,-0.4073042603279768,-0.8905208154460341,-0.9524414399713588,-0.602983457137367,-0.8740330654505077,-0.6351501983992204,-0.5690647948001324,-0.6024798676299934,-0.5307781364199718,-0.4076327703556782,-0.6831433648006263,-0.5912423832597307,-0.5784682578709294,-0.573486005207194,-0.7293653898047403,-0.9280736061998562
-0.4926421254468064,-0.664575996232194,-0.7004483164803222,-0.0235207096892741,-0.4119964750931736,-0.8937883346016111,-0.9512945273185964,-0.6049451278692445,-0.8767490294730134,-0.6381526513491061,-0.5725725797831946,-0.6058666944841711,-0.5345993056027967,-0.4110121240416294,-0.6837978644736973,-0.5967748794319456,-0.5810683283001722,-0.5768149711452797,-0.7308422360758884,-0.92897522463592
-0.4920587195983891,-0.6664954398923303,-0.7026362151830383,-0.0257022971306363,-0.4132585618072432,-0.8960514399811756,-0.9501409239383716,-0.6067110486519415,-0.878032063778206,-0.6397602923393222,-0.5725064975159659,-0.6083181003704194,-0.5371783720950347,-0.4114751332794594,-0.687647348150983,-0.5974007215808503,-0.5822079298174871,-0.5783204835595388,-0.732960482712498,-0.9298775641828451
-0.4919355907130877,-0.6683798367381384,-0.7036373981485148,-0.0281405342073659,-0.4154453897588082,-0.8975039923258216,-0.9497944804257616,-0.607915869281167,-0.8795377531364588,-0.6408309753915724,-0.5743148577654944,-0.609763452394805,-0.5389907349718068,-0.4132001499390408,-0.6881440736832911,-0.6002311266510008,-0.5836053052224297,-0.5800290512396933,-0.7334596735022821,-0.9303115712445245
-0.4909600234019923,-0.6709139825693803,-0.7059703150860447,-0.0318325866813462,-0.418203361196675,-0.8999917900271497,-0.9492398270899592,-0.6084586026563399,-0.8829489837605106,-0.64041757333745,-0.5757295769646056,-0.611365418920127,-0.5423755587766672,-0.4146220176607521,-0.690634334578343,-0.6035911515463096,-0.5848857235140053,-0.5823800695685415,-0.7355658435764909,-0.9296037525468087
-0.4918332354893503,-0.6724721988844752,-0.7056147052787558,-0.034220169042007,-0.4209519905720914,-0.900389254795552,-0.9494701358508884,-0.6085416894174491,-0.884280587131278,-0.6416304988087356,-0.5785476109435536,-0.6116769132310214,-0.5429391827746031,-0.417112014392557,-0.6878405972179957,-0.6081760503850893,-0.5858916496616766,-0.583848298743036,-0.7345001289823545,-0.9291646356408322
-0.4946999588607855,-0.6726046628904602,-0.7037466398029782,-0.0321978828518297,-0.4200309684426564,-0.898758318451326,-0.9539374741429631,-0.612580601756122,-0.8838469116901757,-0.6465301996264382,-0.580013315338702,-0.6096453180503243,-0.5406555640643144,-0.4196000780450962,-0.686325006717529,-0.6072883392117155,-0.5871023726966326,-0.583835161743943,-0.7310202426866941,-0.9326926101872545
-0.4943111434878687,-0.6750122524751967,-0.7047240332412394,-0.0360386848422569,-0.4236818015455467,-0.9008141182735516,-0.9521783171808844,-0.6127633939129364,-0.8853027190896132,-0.6479649585946771,-0.582785198669116,-0.6122469220839574,-0.5431710206585085,-0.4218323391804352,-0.6854924341589229,-0.6121258706158809,-0.5886827695965863,-0.586051623599737,-0.7318674363695942,-0.9322070739171855
-0.4946947091714521,-0.6774725245876124,-0.7067086643806337,-0.0397677016751237,-0.4266777372195117,-0.9032964259491048,-0.9508170164036616,-0.6134130054889105,-0.8875651102254059,-0.6491390650399387,-0.5845569059222004,-0.6144932119512008,-0.5451642670952017,-0.4234397417252644,-0.686931892668541,-0.6159773993050679,-0.5902536112766599,-0.5883241173765408,-0.7336384269941412,-0.9312858263222898
-0.4954313921170789,-0.6791343300632746,-0.7072903419538636,-0.0418609384730706,-0.4286704609449173,-0.9043444298587874,-0.951014977071416,-0.6143624394892865,-0.8889995518019356,-0.6507682028241042,-0.5866147182181611,-0.6151934571326098,-0.5459936617281628,-0.4252518196408394,-0.686783029541977,-0.618597438996594,-0.591615012609948,-0.5899184270587361,-0.7337603846784955,-0.9316546007558643
-0.4952363164726591,-0.680503689092646,-0.7092004045385234,-0.0445641285002375,-0.4304170483983133,-0.9058474102009728,-0.950555448852158,-0.6144100166497167,-0.8915920718977619,-0.6506858421302602,-0.5871496104665346,-0.6159303468519558,-0.546460564699262,-0.4258694547147494,-0.6893459844339127,-0.6206524268886751,-0.5920946749706006,-0.5914681095484181,-0.7354482497391921,-0.9308430424344507
