0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-0.4186972256870515,-0.477383578038742,-0.5611383226746686,0.2166474306508146,-0.2046512024413927,-0.7663701014481427,-0.880271069664329,-0.3233461070228523,-0.7146134354778602,-0.3867103913240318,-0.3935347261962693,-0.4992100024946507,-0.3641550863025948,-0.2043787637506329,-0.5638799610943754,-0.4201330503210247,-0.399340729240676
-0.1635953752902819,-0.6279345206645053,-0.6069357496376615,0.5884626519999558,0.0046358323238144,-0.4948532643290015,-0.9328723405596484,-0.6125105014590309,-0.5214549582533197,-0.6766304506612556,-0.0784290787986044,0.1638113142046335,-0.0091038211509137,-0.2766640530917024,-0.6446860285101701,-0.4088286025573867,-0.37471516718111103
-0.1453621422868956,-0.7899486425308344,-0.674256387794774,-0.0652675785847093,-0.4216103099299783,-0.8813034719939823,-0.985857231300272,-0.6950418383765322,-0.8081326370362077,-0.7346787719252096,-0.646005388880223,-0.5324162028228931,-0.5273613613601721,-0.4697087028405288,-0.7648959425784679,-0.4672864606483692,-0.48741028515445206
-0.2984393314445851,-0.787962698265967,-0.7738080908679625,-0.1301833335714395,-0.5000551549809813,-0.9952270487828734,-1.0071041187691547,-0.6995039798978989,-0.9615015673151266,-0.7010761524548801,-0.6858348024323843,-0.6452241145881297,-0.6372891640864733,-0.5088405273099237,-0.826445027844142,-0.5371689918687534,-0.7033784117588888
-0.3601876176274109,-0.7757971401882969,-0.78229965733036,-0.1435988102404843,-0.5149748329470099,-1.0164527606914242,-1.0133827128694717,-0.7038859979939682,-0.9638058622979436,-0.6900860112402183,-0.6956294969106613,-0.6643623418578998,-0.6545255974339284,-0.5188569306920803,-0.8511238131875786,-0.5441841115422783,-0.7315860258625262
-0.4063513710035322,-0.7675889829309358,-0.7856164033167634,-0.1516497494685727,-0.5209262413828954,-1.027518030493718,-1.0157873722155395,-0.7115450214538327,-0.9701770261920836,-0.6879288284474062,-0.6962088620293747,-0.6678366636054109,-0.6563554275686394,-0.5225230844563723,-0.8585995746848466,-0.5492308229929161,-0.7355988495082019
-0.4598222824505757,-0.7820898200500341,-0.787470411548451,-0.1515929034111497,-0.5229725242542415,-1.0311664505914029,-1.0161519731685256,-0.7214639277610463,-0.9698077150226656,-0.6865225853137167,-0.6977092000164851,-0.6719449525043437,-0.6566735623748141,-0.5251471027026693,-0.851188319948381,-0.5524985973509775,-0.7384790170793544
-0.4973946955817679,-0.7983697132892363,-0.7884042202474968,-0.1528460801298765,-0.5244946324359201,-1.0305309173281152,-1.0146120602340678,-0.7281059616915344,-0.9697981570161603,-0.684034250187198,-0.7009848337173759,-0.6732439017164146,-0.6568263412867417,-0.5262022608882015,-0.8377126768245086,-0.5530166444481113,-0.739959880272411
-0.5209473575180875,-0.8043314009747808,-0.7877464055664325,-0.1524609999251976,-0.5252843123771803,-1.0313373291641663,-1.0132462986079818,-0.7313847831217188,-0.9721962124603508,-0.6829980874453474,-0.704181284506463,-0.672898650672294,-0.6571459232611712,-0.5243458200662874,-0.8295327292357862,-0.5533597922275899,-0.7407707318118597
-0.5271881122933653,-0.8045273442499798,-0.7779803059989863,-0.1530557103086031,-0.5254562817541472,-1.033555552127901,-1.0131984727922467,-0.7309566278378414,-0.9762718997593404,-0.6830802203082216,-0.7070830873629912,-0.6721603942423435,-0.6573453412523456,-0.522410191020149,-0.8335096710161476,-0.5536934068156507,-0.7411785037281333
-0.5310919228682673,-0.8043584267855376,-0.7658152660472897,-0.1537295021118847,-0.5255751244542488,-1.034518869391904,-1.01317833766927,-0.7314698062118052,-0.980910315316058,-0.6768440990726908,-0.7079532889303362,-0.671353208212629,-0.6572355807263832,-0.5203533112822407,-0.838507634754763,-0.5539155600312207,-0.7443306048725311
-0.53297628801758,-0.8041243738294529,-0.7537936936670314,-0.1544446934164976,-0.5256947143423076,-1.03651279785292,-1.0136486409131646,-0.7299888529006784,-0.986009988786908,-0.6703608683708528,-0.7073853744415477,-0.6704613763743181,-0.6563825336476248,-0.5194911904571341,-0.8398034767858176,-0.5541838026760593,-0.7456157982053636
-0.5349505614739126,-0.8042152495497408,-0.7442990771995898,-0.1554377662705469,-0.5257993408062378,-1.0366119840814885,-1.0144035224219867,-0.7298651349651814,-0.989356041239716,-0.6637436922885664,-0.7065118970231589,-0.6701338628077407,-0.6559962719872638,-0.5214386077905788,-0.8407543480438955,-0.5639841449687311,-0.746738231484166
-0.5366711326658005,-0.8044442266547401,-0.7565029901839823,-0.1562660418246345,-0.5258677885968102,-1.0356234639656512,-1.0148849907020534,-0.7300312805560104,-0.9894101678381167,-0.6571198928841995,-0.7069032130188194,-0.6698784996779491,-0.6555244924758271,-0.5235317612835784,-0.8406915231473983,-0.5794282176080703,-0.747928280733719
