0,0,0.1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.4186972256870515,-0.4186972256870515,-0.4186972256870515,-0.477383578038742,-0.5611383226746686,0.2166474306508146,-0.2046512024413927,-0.7663701014481427,-0.880271069664329,-0.3233461070228523,-0.7146134354778602,-0.3867103913240318,-0.3935347261962693,-0.4992100024946507,-0.3641550863025948,-0.2043787637506329,-0.5638799610943754,-0.4201330503210247,-0.399340729240676,-0.4332324651177265,-0.6665833513253328,-0.7562356513343997
-0.4314918166880906,-0.2443224966953004,-0.4314918166880906,-0.5043554996783968,-0.5309184152098333,0.1803489027357825,-0.1731372077992722,-0.7822726390980336,-0.8975716618447371,-0.3694221398884779,-0.7352503204240362,-0.3478011147218757,-0.3711398821065223,-0.4757687308672652,-0.381864821730142,-0.1717598135420228,-0.5877813168936895,-0.4470343470572973,-0.4262450414572031,-0.4171093428080689,-0.6540218971975931,-0.7871656313967376
-0.4401240268084157,-0.2914563347635428,-0.4401240268084157,-0.5276243296686925,-0.4955637513149343,0.151182816366638,-0.1365596400488281,-0.7962983575729518,-0.9037882493932128,-0.4061808876815601,-0.7575987532935852,-0.3055311388087857,-0.3452118559476326,-0.4488925921153452,-0.3972199845881685,-0.1364722051815823,-0.6035376444559788,-0.4680629339927493,-0.4514652734210457,-0.3979545808354091,-0.6267619098336292,-0.8159646099860647
-0.4464995024036921,-0.3163034192963335,-0.4464995024036921,-0.5495153258259737,-0.4533263592484185,0.1264151382026886,-0.0938207879791754,-0.8086178010851739,-0.9090867221497592,-0.4370535633363158,-0.7773085862623474,-0.2545186290441902,-0.31730957231919,-0.4176659877297622,-0.410517507462464,-0.0942187524386476,-0.6183541404147146,-0.4814696325894599,-0.4732049588180659,-0.3749592814616007,-0.5913029339525447,-0.8407258637535813
-0.4515289284724629,-0.219228878702744,-0.4515289284724629,-0.568735455792874,-0.4018457079044947,0.1035802816623725,-0.0407688408834453,-0.8165227530291246,-0.9131128560396486,-0.4607414704088786,-0.7945784647777041,-0.1920480517390338,-0.2895235690394814,-0.3781231224037631,-0.4226673289072201,-0.0568453528082189,-0.632367186111366,-0.4880623285684689,-0.4914573542145929,-0.3433319733858893,-0.5454117089769689,-0.8623917494958195
-0.4556511046712422,-0.0033528139960029,-0.4556511046712422,-0.5856662210564749,-0.3368596276225005,0.083881071056704,0.024027454316342,-0.8274834483376514,-0.9151679983915756,-0.4794407648174278,-0.8101085388710171,-0.1172186578132117,-0.2666524718446345,-0.3384112793419884,-0.4363797096713923,-0.0663378531430967,-0.6447031983985759,-0.4934272106835562,-0.5077672397447796,-0.2938145499975457,-0.4737080540049172,-0.8724180976712217
-0.4579108228697673,0.5171806621603929,-0.4579108228697673,-0.5959308534181362,-0.2479197451527611,0.0672643590776891,0.0996653603123692,-0.8411762954649801,-0.916390878657798,-0.4942799714236304,-0.8240664744248182,-0.0239093533678613,-0.2360212135631396,-0.2794352892817057,-0.4495842948063423,-0.0676886536766245,-0.6556083579148886,-0.4979480302256157,-0.5236913179578978,-0.2302584679987111,-0.3786955502156867,-0.8799507056727938
-0.45950700895007496,0.8055950868693916,-0.4595070089500749,-0.6047481677251054,-0.1354750788034835,0.05336050211029,0.18327819326448,-0.8534598913735703,-0.9224894417370976,-0.5058646718934413,-0.8365721992395022,0.0891147846205539,-0.1926655413074661,-0.1755195823921773,-0.4609298739814116,-0.0824791174895187,-0.6651689296509613,-0.5055340769640333,-0.5329591564986945,-0.1527982711057692,-0.2632066581630555,-0.8841754808825876
-0.46214684059819106,0.8056573653939157,-0.462146840598191,-0.6127299947143934,0.015267000491178,0.0417349934529107,0.2820368725571641,-0.8645488918807065,-0.9280207056839738,-0.5142846289396764,-0.84781832442367,0.2105946159279917,-0.1036180509715003,-0.0104258780033443,-0.4707604545885848,-0.1137178451760488,-0.6739598411754157,-0.5208614991669915,-0.5417870166749974,-0.062421197227934,-0.1312720517641,-0.8864599160069517
