0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.4186972256870515,-0.477383578038742,-0.5611383226746686,0.2166474306508146,-0.2046512024413927,-0.7663701014481427,-0.880271069664329,-0.3233461070228523,-0.7146134354778602,-0.3867103913240318,-0.3935347261962693,-0.4992100024946507,-0.3641550863025948,-0.2043787637506329,-0.5638799610943754
-0.4342457077822408,-0.517904175376412,-0.5940865493738672,0.1744638379557572,-0.2294839143746535,-0.7888090382749224,-0.9027174540242976,-0.3864900999860509,-0.7229371733262682,-0.4345286502884781,-0.4067147950199062,-0.5051140789296912,-0.4024967724694785,-0.2479483127241306,-0.5972215900780679
-0.4472980452658516,-0.5338451172931863,-0.6047606511270927,0.1560377939108159,-0.2461643508274986,-0.7956517256757529,-0.9167228260901988,-0.423516523591877,-0.7379793009369301,-0.4567818375604064,-0.4188379484641375,-0.5159809331664996,-0.4124743285638376,-0.2665234465147495,-0.6089036708839767
-0.4584006636294002,-0.5537050732020095,-0.6250054949785316,0.130296544838077,-0.2683328489894411,-0.800955901556321,-0.924416830540507,-0.4621764593056244,-0.7659739685471895,-0.4916055580109739,-0.4344956796669498,-0.5248912822351429,-0.4262858423437797,-0.2856758545284262,-0.6251082290987037
-0.4630771015038807,-0.5664563709088494,-0.6306180605055618,0.1155881552442164,-0.2827357909867533,-0.8072333444394996,-0.9309728253736222,-0.4766824092244103,-0.774629145024379,-0.5045221034430195,-0.4485148549979383,-0.533325140881763,-0.4347705606514997,-0.2992584595536551,-0.6300690994469467
-0.4632245064681835,-0.5863508904671242,-0.6406439314139053,0.0927742037779289,-0.3048833054884109,-0.8211421595019373,-0.925823543206225,-0.4950201475394873,-0.7867020825857638,-0.5203640048502528,-0.471259770492186,-0.5497705051644852,-0.4469700285249743,-0.3134547741167507,-0.6392584945593496
-0.4669110650513553,-0.5920838804320978,-0.6437221027505701,0.0861224845003238,-0.3113530294673285,-0.8239003963957762,-0.9274633990627816,-0.5027096776892075,-0.7915353819759702,-0.5285441387290233,-0.4775987261822115,-0.5523167772374011,-0.4508717018420204,-0.3198644873696491,-0.6406825951318921
-0.4716472563021108,-0.6024277056341251,-0.647446906326234,0.0745112775312324,-0.3232446120119931,-0.8290943134871689,-0.9278531164480258,-0.5108648356038852,-0.8002215432146731,-0.5418097909701709,-0.4899787713743751,-0.557457634184808,-0.4583532055992719,-0.3305439579483603,-0.6385992077635605
-0.4716104990614758,-0.6049810027362517,-0.6487643602930548,0.0714224965505424,-0.3261679440073323,-0.8305913159771816,-0.9275464467732328,-0.5124042184317419,-0.8027648761743477,-0.5436147528763049,-0.4928020839119192,-0.5585361619639115,-0.460566668677638,-0.3325054927944011,-0.6390948999270646
-0.4749915515257913,-0.6073983563058656,-0.6490409777783793,0.0689969188968512,-0.328961996798631,-0.8316257605154471,-0.9296384925484384,-0.5161387169801008,-0.8039504185990929,-0.5484290421439847,-0.4962474814161149,-0.5591471845514996,-0.4618372917789613,-0.3365865541126194,-0.6375074048964056
