0,1,2,3,4,5,6,7,8,9,10
-0.4186972256870515,-0.477383578038742,-0.5611383226746686,0.2166474306508146,-0.2046512024413927,-0.7663701014481427,-0.880271069664329,-0.3233461070228523,-0.7146134354778602,-0.3867103913240318,-0.39353472619626934
-0.4569410435017914,-0.5854308573074608,-0.3376697538522998,0.0819271711365057,0.0231772693051487,-0.8275491982510503,-0.9152086905553982,-0.4913282185001885,-0.8101098982389573,-0.1174981976529525,-0.2671678494914448
-0.4671286048415738,-0.628338023194857,0.3334722606262687,0.0205939847012784,0.5189499656019418,-0.8840771269116241,-0.9328939338414972,-0.5531936181808945,-0.8647821182999653,0.4415491240108052,0.17031337266423718
-0.4800615384333632,-0.6722684633069899,0.8000587932081183,-0.0140441362693443,1.0851551162535138,-0.9150683334780376,-0.9431535519692472,-0.5809789699609348,-0.8891129186975985,1.00055155306108,0.47177870646412
-0.4863308216079168,-0.6991114809912389,0.800043431899557,-0.0362276610982753,1.085155852682575,-0.9340853002948613,-0.9549523726357289,-0.5963373937046516,-0.9058418216424678,0.7875394814522284,0.37735449846385805
-0.4896754425013324,-0.7196483215557505,0.8000505624983955,-0.0517562650450322,1.0851356152739469,-0.947247681235482,-0.9624235005391292,-0.6054517553787759,-0.9190860096194692,0.2945893328973136,-0.12175232481253592
-0.4963359584436509,-0.7313599875324442,0.8000484516527566,-0.0632332256113164,0.3974253294345459,-0.9533669702021192,-0.9683413487948996,-0.6105121980246729,-0.9333637381489966,0.2514442265599959,-0.18314909100227922
-0.501891275823932,-0.7428492030150465,0.8000554492736146,-0.0722993774800621,0.0571322874994824,-0.9604260866485336,-0.9730585147274692,-0.6125936949840007,-0.9445691858836234,0.4249129218997717,-0.11359899372841545
-0.5057296932386561,-0.7545773869759479,0.8000191541352937,-0.0795151671119176,-0.1240910316423351,-0.9661931563948644,-0.976650668347372,-0.6120047861020035,-0.9531822030302252,0.9423387733048012,0.16424229273018912
-0.5101571005158289,-0.7637582580189747,0.800015810396227,-0.0853662863886653,-0.2184190515000811,-0.9709599395714748,-0.9791806625083174,-0.6089692532493729,-0.9591104103486202,1.0005434248191667,0.720578856242436
-0.5151002113543666,-0.7719370473029025,0.8000518704668199,-0.0901871448537111,-0.2759069679957581,-0.9746248518869224,-0.9811912988919644,-0.6032671569115484,-0.9640073183422866,1.0005661284429477,0.7295058318471697
-0.5190038433158801,-0.7788901086387103,0.8000367797417891,-0.0941295148394689,-0.3152094127654677,-0.9779439876649624,-0.9827825726486152,-0.5950725117488583,-0.9676147650802054,1.0005687449957237,0.7295369328661885
-0.5223158612240649,-0.7851876215448008,0.8000436578532536,-0.0974944222268954,-0.3433018456554119,-0.9806977162239864,-0.9840989025675227,-0.5836695618986061,-0.970175589887544,1.0005360293843597,0.7295251341492446
-0.5248660693864122,-0.7906493665048054,0.7563051530388343,-0.1003958484311134,-0.3643508509555668,-0.982730541559148,-0.9852188712331243,-0.5676976831885019,-0.9721310557528616,1.0005624190040456,0.7294739385717193
-0.5267996888088656,-0.7953188189221504,0.0563698606978578,-0.1028935780518545,-0.3805632693506426,-0.9845348486107234,-0.9861460015888934,-0.5406087701313662,-0.973570024571518,1.0005699469356235,0.7294459720925415
-0.5288033124365221,-0.7985386785381781,-0.35238405920627,-0.105083582129676,-0.3930349843039953,-0.9861013389654724,-0.9872325578202348,-0.4991638398409634,-0.9749032413260768,1.000540325803844,0.7294695734341994
-0.5308815931736062,-0.8006297211359883,-0.496329259315868,-0.1069727234383755,-0.4027400089394279,-0.9867741537628654,-0.9885223321488456,-0.4264169608047635,-0.9761729214911692,1.0005075395654193,0.7294576509498956
-0.5325943872531625,-0.8024241868405705,-0.5776125253667692,-0.1086317712022774,-0.4103066135299075,-0.983723020438426,-0.9892968843581929,-0.2913785335454585,-0.9777755988400688,1.0005035114844891,0.72948739500106
-0.5340239213240381,-0.8039445070526974,-0.6165992521063045,-0.1101043763644934,-0.4165140381010996,-0.9803149484336282,-0.9898743122395712,-0.0847358391970218,-0.9792346475397732,1.00051909354951,0.729510735041879
-0.5352626706963369,-0.8052131215689983,-0.642228150377927,-0.1114026398760436,-0.4216344678925204,-0.9765541422682918,-0.99027614153433,-0.1798509142380133,-0.9804789071648162,1.0005052032090993,0.7273940813208055
-0.5363294775431114,-0.8063897479789416,-0.6619105618654365,-0.1125612912951233,-0.4258729348256668,-0.9724442504766168,-0.9905270371399814,-0.2430881625058444,-0.9815097884874536,1.0005204255938709,0.24449209785052442
-0.5372661836164114,-0.8074202653706679,-0.6764810054620003,-0.1135961263227429,-0.4293926332402614,-0.9687985487918954,-0.9905802228076512,-0.3498618665422278,-0.9815642141943208,0.9490601461610296,-0.10303774379354676
-0.538139855484921,-0.8083193956230998,-0.6864347520028344,-0.1145282686529453,-0.431686767021931,-0.9650122666287076,-0.990515837432296,-0.4285165025937757,-0.9813438703441172,0.5704061520681238,-0.30642478736554046
-0.538885813355275,-0.8090947368652446,-0.6937489643278154,-0.1153686034370496,-0.4333954986069136,-0.9613546894235434,-0.9902839175095564,-0.4791388695255456,-0.9811042404101848,0.2567025521581283,-0.3468167927652402
