0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.4186972256870515,-0.477383578038742,-0.5611383226746686,0.2166474306508146,-0.2046512024413927,-0.7663701014481427,-0.880271069664329,-0.3233461070228523,-0.7146134354778602,-0.3867103913240318,-0.3935347261962693,-0.4992100024946507,-0.3641550863025948,-0.2043787637506329,-0.5638799610943754
-0.4273425720235201,-0.4976359564851231,-0.5803776443176576,0.1945893921790684,-0.2128491591370798,-0.7753716922494822,-0.8900644099301314,-0.345656545452723,-0.712263858661168,-0.4112218303155572,-0.3955355903078851,-0.4969149633983349,-0.3906050805053117,-0.2293305413783767,-0.578775198006573
-0.4440993345228509,-0.5287763087916628,-0.5971297003540512,0.1624719934722686,-0.2424288262531281,-0.7922829161314511,-0.9065914848412328,-0.3981164311639155,-0.7307083135894772,-0.4467132966816572,-0.4189117280779476,-0.5094100322182331,-0.4086011324685837,-0.260452030012085,-0.5929707817805244
-0.4521121069017647,-0.541463261255906,-0.6060796301681267,0.1467312577876643,-0.2570352128761279,-0.7987429456457618,-0.9157231618861342,-0.4233153427095111,-0.7426890605058897,-0.4640599618221425,-0.4304002161161443,-0.5211693775457317,-0.4174318217939616,-0.2749456369940354,-0.6013012285440265
-0.4554237011445267,-0.5564002788153591,-0.6150660586545944,0.1279477141435339,-0.2752215036344697,-0.8052890384953934,-0.9192819592322148,-0.4384288461486039,-0.7584005810076943,-0.4811428043387387,-0.4467729041183489,-0.5308826298034193,-0.4278369735319777,-0.2874007694886936,-0.6053963830777327
-0.4621063611677372,-0.5710267713979096,-0.6257973695968861,0.1069464441528242,-0.2950305252630995,-0.8126127855331111,-0.9212296075915668,-0.4606288228913858,-0.7753823562994071,-0.4978321305864748,-0.4640174834377794,-0.5403741190368911,-0.4382642929793763,-0.302906664635473,-0.6120989641973502
-0.4707303195708915,-0.582376566103531,-0.628356283824475,0.0992921894858755,-0.3029528100019351,-0.8166736918942457,-0.9288911633380824,-0.4812901400178912,-0.7787788659860809,-0.5164176871168744,-0.4719588484581735,-0.5437351741553332,-0.4415262607700445,-0.3166223976845392,-0.6123839175523162
-0.4765372724773952,-0.5914458563815551,-0.6309277043107295,0.0894780036774389,-0.3131705361028646,-0.8215229603388051,-0.931698080356752,-0.4925362471038942,-0.7872657532785132,-0.5260091797026585,-0.4836083751642063,-0.5468562222367319,-0.445411034307672,-0.3276617372408329,-0.6094989289294921
-0.4741951607897048,-0.597841509846279,-0.6366642179534613,0.0811848801267619,-0.3203643595090626,-0.8257389439894611,-0.9265170683425336,-0.4955132925041104,-0.793382013893478,-0.5313869447334959,-0.4908711575455244,-0.5531280738420516,-0.4502953162821724,-0.3295896353555726,-0.6157758212164828
-0.4755486768499838,-0.6005252329370314,-0.639010447412068,0.0749370639512405,-0.32644333820664,-0.8283120774345794,-0.9255684290928644,-0.4953953345351845,-0.798935416258901,-0.5308083318899619,-0.4966898315686219,-0.554986805632607,-0.4528317989402171,-0.3326063894405018,-0.6156187938349804
-0.4759560493287117,-0.60579396796412,-0.651957038651301,0.05269458355469,-0.3461453383651455,-0.8384898448926105,-0.9252761785035036,-0.5116076238997878,-0.8174942266472442,-0.5463062378348447,-0.5127492662095153,-0.5682564249513895,-0.4632029855717975,-0.3461841083102737,-0.6276556234607255
-0.4730044066604009,-0.6072326710236408,-0.6569650205696477,0.0461656711533989,-0.3531632935798651,-0.84177902021794,-0.923624139854402,-0.5181715708786505,-0.8256690316546529,-0.551157806582016,-0.519083637733068,-0.5736767327493763,-0.4663018238749893,-0.3485794522341634,-0.6355445983542456
-0.4773801166399536,-0.6117719652123713,-0.6590954609057746,0.0392450964754116,-0.3580423445834773,-0.8447406730884361,-0.9262223903830696,-0.5241117930845577,-0.8279523052866555,-0.557349141528864,-0.5234963839271228,-0.5746042477685817,-0.4724183231753295,-0.3561864073122288,-0.6329980546815059
-0.481023260672561,-0.6199419719787184,-0.6603293333232348,0.0389173235432009,-0.3583850999869115,-0.8456272834847042,-0.9282902839741164,-0.5307487501218604,-0.8272888663019919,-0.5653201269064339,-0.5238185338275979,-0.5727889498045188,-0.47908688446708,-0.3591953176085973,-0.6347693056724014
-0.4854363961732907,-0.6270716941100308,-0.6618207963395311,0.0359071302651532,-0.3614773748280767,-0.8486008947963557,-0.9316760439035732,-0.5419854438743539,-0.8282030109842788,-0.579641320278393,-0.5272874969911258,-0.57481136078997,-0.4841762660329099,-0.3654257583748644,-0.6364219888890766
-0.4835874629783842,-0.6276890465097791,-0.6655870652555997,0.0307428471187366,-0.365523824432758,-0.8522451754974616,-0.9307535371229329,-0.5426846785549726,-0.8333558978570267,-0.5774786656360342,-0.5301727142931473,-0.5754261284038955,-0.4884624008256121,-0.3663416957967501,-0.6403707892365119
-0.4863648227762587,-0.6298468605938542,-0.6657871523058951,0.0299848383710586,-0.3665773086784637,-0.8531885508483479,-0.9327676858332604,-0.5487905422478301,-0.832828639137204,-0.5855137463967041,-0.5313291372865495,-0.5773284755660704,-0.4890507142983997,-0.3698539277208043,-0.6403968678127071
-0.4912429807999985,-0.6327485704874053,-0.6692853076458445,0.0267784259813582,-0.3687515054225855,-0.855825825400124,-0.9390319699056108,-0.5581353634435804,-0.8382760823320101,-0.5922082572460925,-0.5334248757835848,-0.5755484208553281,-0.4923928997432633,-0.3742700042581558,-0.6455464924487132
-0.489027680612203,-0.636925939994098,-0.6725091203478026,0.0180611460552728,-0.3773100498036887,-0.8616029117388042,-0.9381112114739408,-0.5615445269361318,-0.8419354449246865,-0.5969209637854707,-0.5413404506139275,-0.5817457445978903,-0.4983822523760001,-0.3795035005211585,-0.6461745901177112
-0.4939977438410407,-0.6380258176846094,-0.6742017659517306,0.0170350450303755,-0.3780754922353547,-0.8616412586499976,-0.942320170628156,-0.5666078161808601,-0.8462184627577065,-0.6009700672337532,-0.5423869279230777,-0.5791980351151655,-0.4991550563565353,-0.3828027477423429,-0.6476926189626812
-0.4968813450410575,-0.6373346780117818,-0.6738041017140255,0.0194144060171409,-0.3759502360561028,-0.8580471260153422,-0.9401558561639222,-0.5644699450495791,-0.8475247794130473,-0.6020117327577117,-0.5418153329683458,-0.5745354221431924,-0.4965051179505194,-0.3824766356255251,-0.6441417652355949
-0.495925004184956,-0.6396959691283913,-0.678710028470154,0.0136117464557572,-0.3803912638729204,-0.8646306328611019,-0.9431426016872296,-0.571693404375743,-0.8502142402574767,-0.6059742588515536,-0.5438407948098642,-0.5809329049660751,-0.5027071574475201,-0.3850113283204326,-0.6534573514486063
-0.4954455852776992,-0.6436239301024547,-0.6812101235545606,0.0061541007743529,-0.3874386243798552,-0.8700453206414138,-0.9464704414721976,-0.5780907627733904,-0.8548220925889481,-0.6111591376329465,-0.5503446784731709,-0.5860183503129192,-0.5082314809976005,-0.3898189433519141,-0.6566078099522216
-0.4940230452603955,-0.6465514171219204,-0.682578207461165,-0.0003739865818988,-0.3940505174534247,-0.8743556177169236,-0.9462125097199032,-0.5789675000836934,-0.8569689438301251,-0.6137698818474606,-0.5580737387241907,-0.5909225682540729,-0.5126642209387533,-0.3937171548266125,-0.6563425702484834
-0.4930568727630069,-0.6475616117738417,-0.6845623694350624,-0.0034427862225241,-0.3966378491539614,-0.8766316007487728,-0.9456021393901124,-0.5795722189596144,-0.8588524331518164,-0.6152013367214015,-0.5600488628351715,-0.593630675476442,-0.5153831752136309,-0.3944474667012658,-0.658151355493744
